emp_no,first_name,last_name,from_date,to_date,title
228575,Takanari,Pelc,1990-08-18,1992-09-25,Engineer
228766,Nahla,Smailagic,1996-11-21,9999-01-01,Senior Engineer
229098,Berry,Yurek,1995-08-16,9999-01-01,Senior Staff
229207,Filipe,Erol,1997-07-11,1999-08-15,Senior Engineer
229220,Fabrizio,Lichtman,1992-02-09,9999-01-01,Senior Engineer
229248,Harjit,Terekhov,1995-10-19,9999-01-01,Staff
229352,Kwangho,Petereit,1999-08-10,2000-05-06,Engineer
229364,Dulce,Magliocco,1987-02-13,1987-02-23,Staff
229386,Pohua,Tasistro,1989-06-02,9999-01-01,Technique Leader
229391,Paloma,Henseler,1997-06-10,9999-01-01,Senior Engineer
229404,Gilbert,Kilgour,1996-04-05,9999-01-01,Staff
229547,Moni,Schach,1991-07-04,9999-01-01,Senior Staff
229690,Mokhtar,Sherertz,1995-06-10,1995-11-08,Senior Staff
229727,Ewing,Millington,1999-09-28,9999-01-01,Engineer
229981,Jamaludin,Fordan,2001-02-05,9999-01-01,Senior Engineer
230002,Tadahiro,Backhouse,1999-10-02,9999-01-01,Senior Engineer
230126,Bezalel,Radivojevic,1995-07-03,9999-01-01,Senior Staff
230287,Renny,Alameldin,1997-09-28,9999-01-01,Assistant Engineer
230354,Yinghua,Lorho,2000-08-08,9999-01-01,Senior Staff
230498,Kolar,Puppo,1998-04-25,9999-01-01,Senior Engineer
230579,Shahar,Negoita,2000-03-18,9999-01-01,Senior Staff
230689,Dietrich,Crabtree,1986-05-24,9999-01-01,Senior Staff
230821,Toshiki,Raney,1997-07-03,2000-03-21,Staff
230865,Takushi,Brattka,1999-03-09,9999-01-01,Staff
231043,Torsten,Slobodova,1992-07-20,2000-04-01,Assistant Engineer
231069,Trygve,Siksek,1995-11-09,9999-01-01,Staff
231459,Nectarios,Pramanik,1999-11-18,9999-01-01,Assistant Engineer
231671,Chandrasekaran,Pearson,1995-04-14,9999-01-01,Staff
231798,Goetz,Alvarado,1997-12-25,9999-01-01,Senior Engineer
232178,Etsuo,Anandan,1996-12-13,9999-01-01,Senior Staff
232209,Nitsan,Rouquie,1995-08-02,9999-01-01,Senior Engineer
232458,Nikolaus,Yetto,1990-09-22,1992-08-22,Staff
232496,Peternela,Klerer,1986-06-06,1994-06-08,Staff
232697,Barry,Ramsak,1999-09-07,9999-01-01,Senior Engineer
232723,Tesuya,Bugrara,2002-02-13,9999-01-01,Engineer
233114,Alselm,Gargeya,1987-12-25,9999-01-01,Senior Engineer
233247,Murthy,Angiulli,1991-08-02,1998-07-21,Senior Engineer
233394,Khalid,Lenart,1995-12-24,9999-01-01,Engineer
233397,Fay,Sundgren,1998-07-07,9999-01-01,Senior Staff
233426,Etsuo,Usery,2000-03-01,9999-01-01,Senior Engineer
233533,Seongbae,Sluis,1995-09-23,1997-06-10,Senior Staff
233690,Cedric,Riefers,1994-09-08,9999-01-01,Engineer
233759,Zissis,Lodder,1999-09-25,9999-01-01,Engineer
233765,Kotesh,Chachaty,1997-03-24,9999-01-01,Senior Engineer
233785,Baziley,Ballarin,1995-07-28,9999-01-01,Senior Staff
233818,Kellie,Heydon,1991-11-11,9999-01-01,Senior Engineer
234195,Luerbio,Terkki,1998-05-14,9999-01-01,Senior Staff
234278,Tzu,Impagliazzo,1990-11-14,1993-12-05,Staff
234739,Foong,Aamodt,1986-06-28,9999-01-01,Senior Engineer
235017,Irena,Dratva,1999-09-07,9999-01-01,Senior Staff
235096,Sverrir,Gyimothy,1992-03-20,9999-01-01,Senior Staff
235269,Keiichiro,Feldmann,1997-12-20,1998-12-30,Staff
235325,Gro,Prochazka,1998-10-16,9999-01-01,Senior Engineer
235368,Anneli,Joslin,1987-04-12,9999-01-01,Senior Engineer
235458,Gio,Heuser,1999-06-29,9999-01-01,Senior Staff
235546,Tianruo,Speer,1985-10-30,1989-03-26,Staff
235729,Henk,Anger,2002-01-19,9999-01-01,Senior Staff
235780,Sampalli,Bergere,1994-04-08,9999-01-01,Senior Engineer
235793,Jayesh,Spinelli,1992-07-18,9999-01-01,Senior Engineer
236315,IEEE,Raczkowsky,1996-07-24,9999-01-01,Technique Leader
236559,Berna,Nanard,1989-08-20,1991-03-18,Senior Engineer
236566,Yechezkel,Maginnis,2000-12-11,9999-01-01,Senior Staff
236591,Insup,Reinhard,1993-04-08,9999-01-01,Senior Staff
236827,Almudena,Rijckaert,1999-02-16,9999-01-01,Senior Engineer
236883,Huan,Olivero,1999-11-19,9999-01-01,Staff
236964,Adel,Foote,1998-08-19,9999-01-01,Staff
237289,Brendon,Fritzsche,1998-01-19,1999-12-18,Staff
237400,Guadalupe,Perri,1996-06-27,1999-08-21,Technique Leader
237590,Annemarie,Irland,1991-07-30,1996-09-04,Staff
238112,Miomir,Frezza,1991-05-25,9999-01-01,Technique Leader
238252,Uno,Suppi,1996-12-27,9999-01-01,Staff
238422,Vishv,Angelov,1996-03-08,9999-01-01,Senior Staff
238949,Minghong,Cronin,1987-10-04,9999-01-01,Senior Staff
239067,Tadahiko,Pocchiola,1996-04-02,9999-01-01,Staff
239244,Abdulla,Kitai,1996-02-20,9999-01-01,Senior Staff
239415,Susumu,Brender,2001-04-17,9999-01-01,Senior Engineer
239426,Vesna,Fairtlough,1994-08-09,9999-01-01,Engineer
239581,Guangming,Marquardt,1997-06-06,2001-03-21,Staff
239664,Sugwoo,Michaels,1999-08-03,9999-01-01,Senior Engineer
239706,Arunas,Bugrara,1997-04-03,9999-01-01,Assistant Engineer
239748,Bilhanan,Dusink,1996-06-04,9999-01-01,Senior Staff
239803,Oscal,Ernst,1997-05-19,9999-01-01,Senior Staff
240011,Heather,Luef,1989-02-24,1992-07-14,Technique Leader
240132,Mizuhito,Kobara,2001-08-09,9999-01-01,Senior Staff
240236,TRUE,Tischendorf,1992-01-19,9999-01-01,Senior Engineer
240253,Shrikanth,Ramaiah,1995-05-12,2000-10-15,Engineer
240285,Kolar,Greenaway,1998-11-14,9999-01-01,Staff
240340,Mack,Staylopatis,1991-04-02,9999-01-01,Senior Engineer
240438,Temple,Cyre,1999-10-01,9999-01-01,Senior Staff
240870,Francesca,Chorvat,1993-03-03,9999-01-01,Senior Staff
241100,Cedric,Molenaar,1999-10-06,9999-01-01,Senior Engineer
241254,Jagoda,Anguita,1993-05-11,9999-01-01,Senior Engineer
241292,Uri,Lampe,1994-10-17,9999-01-01,Senior Staff
241567,Emran,Miara,1995-05-02,9999-01-01,Senior Engineer
241667,Atilio,Olivero,1992-09-04,9999-01-01,Senior Engineer
241728,Limsoon,Boudaillier,1995-08-12,9999-01-01,Senior Engineer
241872,Bluma,Fetvedt,1997-02-02,9999-01-01,Senior Staff
241917,Wuxu,Poupard,1994-02-15,1995-09-25,Staff
241952,Maya,Anandan,1996-06-28,1997-11-07,Staff
242019,Herb,Murrill,1999-09-27,9999-01-01,Senior Engineer
242081,Tomokazu,Pargas,2001-11-15,9999-01-01,Engineer
242104,Richara,Sudkamp,1994-09-05,9999-01-01,Senior Staff
242237,Hidde,Papsdorf,1998-11-07,1998-11-23,Senior Staff
242314,Miyeon,Burnard,1985-02-07,1985-12-13,Engineer
242500,Bingning,Iisaku,1997-06-26,9999-01-01,Senior Staff
242611,Frazer,Flanders,1995-08-25,2000-09-25,Engineer
242800,Kazuyasu,Levergood,1996-02-10,9999-01-01,Engineer
242867,Paddy,Nittel,1999-11-10,2000-04-14,Engineer
243018,Bowen,Deverell,1998-12-27,9999-01-01,Senior Staff
243077,Kazunori,Perz,1999-02-25,9999-01-01,Senior Engineer
243576,Abdulah,Lodder,2001-11-10,9999-01-01,Senior Staff
243637,Marjo,Delgrange,1996-06-23,9999-01-01,Senior Staff
243898,Arch,Basawa,1998-05-10,9999-01-01,Staff
244308,Mokhtar,Rebaine,2000-07-22,9999-01-01,Senior Staff
244605,Masoud,Suwa,1997-11-25,9999-01-01,Senior Staff
244624,Boaz,Seuren,1994-03-27,9999-01-01,Senior Staff
244711,Rosli,Butner,1997-03-19,9999-01-01,Engineer
244714,Poorav,Clouatre,1996-05-06,9999-01-01,Senior Engineer
244820,Shigenori,Hertweck,1994-04-13,9999-01-01,Senior Engineer
244873,Arunachalam,Oppitz,1994-05-20,9999-01-01,Senior Staff
245164,Filipp,Winter,2001-10-24,9999-01-01,Senior Engineer
245396,Gift,Bottner,2002-03-04,9999-01-01,Senior Staff
245664,Manohar,Kilgore,1998-11-17,9999-01-01,Staff
246146,Zhongwei,Melski,1993-09-03,9999-01-01,Senior Engineer
246244,George,Casperson,2000-01-20,9999-01-01,Staff
246364,Alper,Tiemann,1998-10-29,9999-01-01,Engineer
246764,Shuzo,Czaja,1997-11-29,9999-01-01,Staff
246798,Tianruo,Strooper,1999-10-28,9999-01-01,Senior Staff
246902,Shih,Shanbhogue,1998-04-19,9999-01-01,Staff
247089,Seongbae,Schahn,1997-12-10,9999-01-01,Senior Staff
247122,Xiaobin,Narlikar,1999-02-14,9999-01-01,Senior Staff
247447,Tzu,Bakhtari,1999-03-18,9999-01-01,Senior Engineer
247456,Masako,Bahk,1997-07-31,9999-01-01,Engineer
247612,Chiranjit,Constantine,1997-05-25,9999-01-01,Engineer
247875,Xiong,Anick,1991-04-23,9999-01-01,Senior Staff
247888,Abdelghani,Lagarias,1992-09-06,9999-01-01,Senior Engineer
248094,Valeska,Lupu,1998-09-21,2002-04-06,Staff
248256,Sajjan,Falby,1996-08-29,9999-01-01,Staff
248351,Jaana,Milicia,1985-06-02,9999-01-01,Senior Staff
248758,Snehasis,Muhlberg,1999-07-16,9999-01-01,Senior Staff
248953,Percy,Sudbeck,1996-08-29,9999-01-01,Assistant Engineer
249239,Hideyuki,Decleir,1994-05-04,9999-01-01,Senior Engineer
249325,Ute,Pokrovskii,1997-06-09,9999-01-01,Staff
249433,Ayonca,Matzov,1997-06-03,9999-01-01,Senior Engineer
249451,Gopalakrishnan,Pehl,1995-03-15,2001-06-10,Engineer
249504,Dmitry,Velardi,2000-02-29,9999-01-01,Senior Engineer
249780,Nechama,Gaughan,1996-01-16,9999-01-01,Senior Engineer
249799,Jolita,Neimat,1999-12-27,9999-01-01,Senior Engineer
249866,Steen,Gubsky,1998-01-14,9999-01-01,Senior Staff
249969,Georgi,Luiz,1999-06-10,9999-01-01,Senior Engineer
250411,Ranga,Sommen,1996-01-21,9999-01-01,Senior Staff
250452,Alexius,Plavsic,2000-01-17,9999-01-01,Senior Engineer
250748,Kish,Turnbull,1994-02-10,9999-01-01,Senior Engineer
251166,Hinrich,Hooghiemstra,1993-10-05,9999-01-01,Senior Staff
251233,Yucel,Bernini,1998-02-19,9999-01-01,Senior Engineer
251301,Pintsang,Impagliazzo,1989-05-06,9999-01-01,Senior Staff
251341,Divier,Kumaresan,1998-12-05,9999-01-01,Senior Staff
251403,Utpal,DuBourdieux,1997-11-19,9999-01-01,Technique Leader
251437,Shichao,Iwayama,1996-10-17,9999-01-01,Engineer
251645,Bezalel,Tsunoo,2001-06-17,9999-01-01,Senior Staff
251680,Moty,Sommen,1990-08-14,9999-01-01,Senior Engineer
251814,Mitsuyuki,Zockler,1998-09-14,9999-01-01,Technique Leader
252185,Chaosheng,Conta,2002-04-14,9999-01-01,Engineer
252241,Zito,Alvarado,1986-07-07,2000-09-18,Senior Staff
252316,Gill,Niizuma,1999-10-08,9999-01-01,Senior Engineer
252318,Keung,Simmel,1995-11-17,2002-06-24,Technique Leader
252392,Sanjeeva,Peron,1999-12-26,9999-01-01,Senior Engineer
252592,Sachem,McDermid,1987-04-30,1987-12-02,Senior Engineer
253029,Thodoros,Thimonier,1995-04-05,9999-01-01,Engineer
253707,Insup,Hainaut,1998-02-11,9999-01-01,Staff
253838,Stafford,Terlouw,1999-02-21,9999-01-01,Assistant Engineer
253893,Huiqun,Trystram,1993-05-10,9999-01-01,Senior Engineer
254044,Gunilla,Brendel,2000-04-10,9999-01-01,Senior Engineer
254399,Armond,Lores,1999-09-16,9999-01-01,Technique Leader
254591,Mamdouh,Lodder,1986-03-23,1991-12-09,Staff
254787,Mohan,Chepyzhov,1995-04-06,1996-05-26,Senior Engineer
254821,Tonny,Couchot,1994-12-12,9999-01-01,Staff
254916,Serenella,Couchot,1997-03-15,2001-04-13,Senior Staff
255466,Huan,Roccetti,1985-07-03,9999-01-01,Senior Engineer
255657,Oldrich,Cyre,1994-02-10,9999-01-01,Senior Engineer
255779,Heejo,Merle,1997-09-04,9999-01-01,Technique Leader
256078,Duke,Picaronny,1995-03-23,1995-04-05,Staff
256216,Halsur,Brodal,1997-11-22,9999-01-01,Engineer
256837,Bezalel,Jording,1991-01-16,1998-11-19,Staff
256856,Hongzue,Barbanera,1995-06-17,9999-01-01,Senior Staff
256881,Ioana,Jakobus,1999-08-10,9999-01-01,Senior Engineer
256888,Heather,Pehl,1993-09-15,9999-01-01,Staff
257062,Stabislas,Pardalos,1997-06-21,9999-01-01,Senior Engineer
257378,Pascal,Bernatsky,1995-09-04,9999-01-01,Senior Staff
257469,Anyuan,Hanratty,1996-01-06,9999-01-01,Senior Staff
257484,Shaowei,Nicolson,1995-12-07,9999-01-01,Senior Staff
257624,Adhemar,Dalphin,1995-06-02,2000-08-26,Senior Staff
257799,Sushant,Riefers,1993-12-04,1998-01-08,Senior Engineer
258028,Mountaz,Reinhart,2000-01-21,9999-01-01,Engineer
258124,Mariusz,Zolotykh,1990-07-28,9999-01-01,Senior Staff
258363,Tayeb,Veevers,1986-10-10,1991-05-24,Staff
258376,Jaber,Falco,1995-10-01,1995-10-11,Engineer
258470,Weiwu,Butner,1995-02-14,9999-01-01,Staff
258643,Przemyslawa,Esposito,2001-02-26,9999-01-01,Senior Engineer
259042,Xiaoqiang,Farrow,1997-01-01,9999-01-01,Staff
259237,Palash,Gammage,1994-10-23,9999-01-01,Senior Staff
259273,Xiahua,Gomatam,1989-12-01,9999-01-01,Senior Engineer
259611,Shuichi,Marrakchi,1990-08-21,9999-01-01,Senior Staff
259619,Conal,Magliocco,1992-05-09,9999-01-01,Senior Staff
259718,Stepehn,Bouloucos,1997-09-16,9999-01-01,Senior Staff
260083,Kwok,Journel,1997-12-22,1999-02-27,Staff
260153,Mingdong,Baar,1991-10-14,9999-01-01,Technique Leader
260249,Vugranam,Beausoleil,1998-05-14,9999-01-01,Staff
260361,Reinhold,Rahier,1995-06-06,9999-01-01,Engineer
260399,Hatem,Birsak,1995-04-10,9999-01-01,Senior Staff
260408,Sasan,Brookner,2001-09-03,9999-01-01,Senior Staff
260501,Dzung,Pargas,1990-05-17,9999-01-01,Technique Leader
260545,Fei,Rebaine,1995-05-05,1999-04-19,Senior Engineer
261184,Masako,Kornatzky,1987-08-29,9999-01-01,Senior Engineer
261631,Jianhua,Huttel,1998-02-23,9999-01-01,Engineer
261662,Berni,Assaf,1989-09-08,9999-01-01,Senior Staff
261737,Mark,Lindqvist,1997-11-22,9999-01-01,Senior Engineer
261986,Gila,Ramsak,1997-05-13,9999-01-01,Senior Engineer
261990,Volkmar,Czaja,1998-04-01,9999-01-01,Senior Staff
262154,Wonhee,Vrecion,1991-03-14,1996-08-28,Senior Engineer
262208,Mrinalini,Holburn,1987-04-20,9999-01-01,Senior Staff
262210,Chinho,Bottner,1999-07-30,9999-01-01,Senior Engineer
262328,Mayuko,Vural,1997-12-24,9999-01-01,Staff
262439,Lorien,Lagarias,1994-10-10,9999-01-01,Senior Staff
262440,Subbu,Kaiserswerth,1992-06-15,1999-03-08,Assistant Engineer
262548,Jixiang,Loncour,1994-03-16,2001-02-20,Engineer
262636,Tamiya,Reutenauer,1985-06-02,9999-01-01,Senior Engineer
262741,Izaskun,Moffat,1994-04-30,2001-08-14,Senior Staff
262752,Pramod,Bierman,1997-12-12,9999-01-01,Engineer
262861,Kayoko,Attimonelli,1997-10-14,1999-01-20,Senior Staff
262928,Piyush,Gill,1998-08-31,9999-01-01,Senior Engineer
263012,Hideo,Buchter,1999-05-01,9999-01-01,Staff
263186,Danny,Lowrie,1995-09-13,9999-01-01,Technique Leader
263325,Dinkar,Sinicrope,1985-07-12,1985-12-22,Staff
263370,Shakhar,Ranze,1999-05-29,9999-01-01,Staff
263439,Atreye,Kabayashi,1986-12-15,9999-01-01,Senior Engineer
263645,Mingsen,Lally,1990-12-04,9999-01-01,Senior Engineer
263649,Mechthild,Zongker,1993-07-26,9999-01-01,Senior Staff
263721,Abdulah,Horswill,1999-06-12,2000-11-14,Engineer
263926,Fusako,Schwartzbauer,1993-04-07,9999-01-01,Senior Staff
264001,Khalil,Mapelli,1990-01-15,1992-04-06,Senior Engineer
264030,Zdislav,Solares,1998-12-14,9999-01-01,Engineer
264167,Baoqiu,Tomescu,1996-05-01,9999-01-01,Senior Engineer
264322,Leandro,Swist,1997-01-05,9999-01-01,Senior Staff
264626,Noritoshi,Bakhtari,1998-02-03,9999-01-01,Senior Staff
264715,Siddarth,Luke,1993-10-06,1994-07-06,Staff
264939,Bogdan,Bahi,1992-02-10,9999-01-01,Senior Engineer
265039,Navid,Staudhammer,2000-10-18,9999-01-01,Senior Staff
265521,Kensei,Salverda,2001-05-25,9999-01-01,Senior Engineer
265558,Susuma,Kleiser,1994-08-02,9999-01-01,Senior Staff
265794,Miquel,Halloran,2002-01-14,9999-01-01,Senior Staff
265875,Fan,Marsiglia,1997-09-03,9999-01-01,Senior Engineer
266206,Zsolt,Anily,1991-08-19,9999-01-01,Senior Staff
266249,Sumant,Nishimukai,1991-03-28,9999-01-01,Senior Staff
266310,Zvonko,Serdy,1992-06-23,9999-01-01,Senior Staff
266644,Anwar,Gubsky,1999-08-09,9999-01-01,Senior Staff
266689,Parke,Serna,1985-03-29,1999-09-23,Senior Engineer
266862,Mart,Plumb,1986-04-21,9999-01-01,Senior Staff
266881,Mokhtar,Sabnani,1997-08-28,9999-01-01,Senior Staff
266981,Toshimi,Kragelund,1993-02-20,1994-07-05,Engineer
267059,Moie,Tempesti,2000-06-28,9999-01-01,Senior Staff
267227,Susuma,Tagansky,2001-01-21,9999-01-01,Senior Engineer
267304,Jordanka,Axelband,1994-06-27,9999-01-01,Senior Staff
267504,Mayuri,Flowers,1997-05-12,2000-11-07,Staff
267667,Irena,Kaiserswerth,1994-09-05,9999-01-01,Senior Staff
267745,Wojceich,Honglei,1997-12-27,2000-05-01,Senior Engineer
268043,Narain,Mikschl,1997-11-02,9999-01-01,Engineer
268191,LiMin,Teitelbaum,1995-11-01,9999-01-01,Senior Engineer
268890,Somnath,Uhrik,1988-01-14,1994-12-09,Engineer
269186,Vitali,Dayang,1988-09-21,1992-10-21,Technique Leader
269568,Rimli,Walston,1996-01-28,1999-08-10,Staff
269728,Naftali,Kragelund,1993-05-15,9999-01-01,Senior Staff
270084,Ulises,Frolund,1993-07-26,9999-01-01,Senior Staff
270716,Shunichi,Baer,1998-02-04,9999-01-01,Staff
270792,Domenico,Wendorf,1988-09-08,1992-12-28,Engineer
270794,Dannz,Zhang,1991-06-26,9999-01-01,Senior Staff
270821,Hatem,Bierbaum,1999-09-07,2000-04-11,Staff
271106,Taisook,Kampfer,1997-11-30,9999-01-01,Engineer
271118,Somnath,Nitsche,1999-08-14,1999-10-10,Senior Engineer
271219,Odoardo,Tyugu,1994-11-07,9999-01-01,Engineer
271975,Yuchang,Busillo,1986-03-30,1989-11-14,Engineer
272141,Tsutomu,Neiman,1993-05-05,9999-01-01,Senior Staff
272285,Gully,Mitchem,1995-01-22,9999-01-01,Senior Staff
272316,Surveyors,Muhling,1999-07-19,9999-01-01,Engineer
272452,Mitsuyuki,Isard,1996-08-17,9999-01-01,Engineer
272599,Holgard,Hegner,1998-07-15,9999-01-01,Senior Staff
272860,Minghong,Candan,1994-02-10,9999-01-01,Assistant Engineer
273159,Divine,Hofmeyr,1989-04-14,9999-01-01,Technique Leader
273274,Yolla,Kobara,1995-12-29,1997-04-16,Engineer
273286,Brigham,Asmuth,1996-01-24,9999-01-01,Senior Engineer
273396,Wayne,Baba,1998-03-07,9999-01-01,Engineer
273806,Hongzhu,Beetstra,2000-01-24,9999-01-01,Senior Staff
273858,Gunilla,Matzen,1995-12-28,9999-01-01,Senior Staff
274071,Mingsen,Weiland,1995-10-12,9999-01-01,Staff
274271,Prodip,Ritcey,1993-09-10,9999-01-01,Senior Staff
274369,Ranga,Waymire,1997-01-27,9999-01-01,Senior Staff
274813,Yefim,Pettey,2000-08-07,9999-01-01,Senior Staff
275158,Satyanarayana,Brandsma,1999-12-08,9999-01-01,Engineer
275263,Vojin,Laventhal,1999-10-18,9999-01-01,Senior Engineer
275444,Limsoon,Leppanen,2000-01-22,9999-01-01,Senior Engineer
275495,Shen,Yamaashi,1995-02-19,9999-01-01,Staff
275801,Ayakannu,Heinisuo,1986-06-28,9999-01-01,Senior Staff
275881,Jiann,Munro,1988-05-18,9999-01-01,Senior Engineer
275994,Uma,Prampolini,1998-02-21,9999-01-01,Senior Engineer
276027,Holgard,Stavenow,1995-02-28,9999-01-01,Senior Staff
276184,Mari,Swick,1991-04-08,9999-01-01,Senior Staff
276186,Sajjad,Vecchi,1998-06-02,9999-01-01,Senior Staff
276189,Isaac,Klerer,2000-03-18,9999-01-01,Senior Staff
276445,Atilio,Randi,1994-07-02,9999-01-01,Senior Engineer
276472,Hideyuki,Flanders,1994-11-10,9999-01-01,Senior Engineer
276563,Gift,Solares,1995-08-01,9999-01-01,Senior Staff
276868,Alois,Sanella,1998-03-13,9999-01-01,Staff
276922,Yongmin,Sidje,1998-06-09,2002-02-20,Engineer
277316,Vitali,Rothenberg,1998-10-04,9999-01-01,Senior Staff
277362,Uzi,Kugler,1991-01-12,9999-01-01,Senior Staff
277420,Rayond,Schach,2001-04-21,9999-01-01,Senior Engineer
277777,Herbert,Itzigehl,1990-07-04,9999-01-01,Senior Engineer
277829,Michaela,Fandrianto,1986-06-02,9999-01-01,Senior Engineer
277926,Shaunak,Solovay,1992-12-26,1994-01-13,Senior Staff
278239,Boaz,Bottner,1994-02-06,9999-01-01,Staff
278386,Caolyn,Poujol,1995-12-03,9999-01-01,Technique Leader
278452,Sudhanshu,Toyoshima,1993-08-28,9999-01-01,Senior Staff
278484,Koldo,Peternell,1992-11-05,1993-04-06,Staff
278536,Munenori,Shobatake,1999-01-10,9999-01-01,Senior Staff
278549,Jaana,Werthner,1997-07-27,9999-01-01,Senior Staff
278883,Hidefumi,Saoudi,1990-09-15,1996-05-18,Engineer
278953,Jeanna,Ghandeharizadeh,1990-08-11,9999-01-01,Senior Engineer
279115,Maren,DuCasse,1997-11-29,9999-01-01,Engineer
279280,Niranjan,Debuse,2001-09-21,9999-01-01,Senior Engineer
279384,Hugo,Comte,1992-06-30,1993-12-05,Senior Staff
279791,Chiranjit,Lyonns,1995-12-24,9999-01-01,Engineer
280029,Vasilii,Verhaegen,1991-03-25,1991-04-24,Staff
280070,Niteen,Ebeling,1993-03-29,9999-01-01,Senior Staff
280291,Lenore,Badache,1998-11-24,9999-01-01,Staff
280411,Hironoby,Farrar,1987-11-03,1996-11-12,Technique Leader
280420,Jahangir,Hofting,1993-09-28,9999-01-01,Senior Staff
280525,Kish,Herbst,1996-08-18,9999-01-01,Staff
280648,Heeju,Lorys,1992-12-26,9999-01-01,Senior Engineer
280836,Ipke,Farrar,1991-03-04,1999-12-03,Senior Engineer
281180,Phillip,Fontet,1991-09-03,1998-02-07,Staff
281570,Zijian,Covnot,1994-09-13,9999-01-01,Assistant Engineer
281692,Khosrow,Sommen,1990-03-03,9999-01-01,Senior Engineer
281834,Fumitake,Marchegay,1991-09-29,1997-06-12,Assistant Engineer
281848,Parke,Staylopatis,1999-07-31,9999-01-01,Senior Engineer
281859,Masanao,Papastamatiou,1993-11-25,9999-01-01,Senior Engineer
282000,Hideo,Ratnakar,1997-06-12,1998-03-20,Senior Engineer
282191,Alper,Shinomoto,1997-10-20,9999-01-01,Engineer
282333,Nahla,Serdy,2000-09-09,9999-01-01,Senior Staff
282343,Xinglin,Haldar,1993-07-20,9999-01-01,Senior Staff
282547,Nahum,Codenie,1999-06-14,9999-01-01,Engineer
282585,Zijian,Lammel,1996-07-01,9999-01-01,Staff
282699,Candida,Felcyn,1995-08-04,2002-05-25,Engineer
282862,Chenxi,Pusterhofer,1996-06-02,2000-07-12,Staff
282894,Fay,Bellmore,1998-05-03,9999-01-01,Senior Engineer
283041,Nathalie,Foote,1991-07-20,1992-06-20,Senior Engineer
283138,Cullen,Mikschl,1990-01-16,1990-03-11,Senior Staff
283168,Sanjai,Kopetz,1999-04-19,2000-06-07,Assistant Engineer
284045,Fun,Seiwald,1994-06-24,2000-02-15,Engineer
284300,Ishfaq,Mahmud,1996-11-28,9999-01-01,Senior Staff
284431,Pintsang,Fujisawa,2002-04-16,9999-01-01,Senior Staff
284561,Duri,Beznosov,1988-02-15,9999-01-01,Senior Engineer
284687,Oksana,Redmiles,1992-06-22,9999-01-01,Senior Engineer
284691,Theron,Ressouche,1994-08-17,9999-01-01,Senior Engineer
284711,Martijn,Azevdeo,1988-02-10,9999-01-01,Senior Engineer
284717,Gal,Ranta,1997-11-07,9999-01-01,Senior Engineer
284856,Moto,Kobara,1998-12-12,9999-01-01,Senior Engineer
284954,Anneke,Hammerschmidt,1996-01-30,9999-01-01,Engineer
285149,Nahum,Schahn,1998-02-17,2000-03-15,Senior Engineer
285164,Xiaocheng,Kumaresan,1994-10-03,9999-01-01,Staff
285318,Theron,Ravishankar,1998-12-27,1999-10-09,Senior Engineer
285396,Lena,Kohling,1991-10-04,9999-01-01,Senior Engineer
285905,Kellyn,Bage,1994-11-04,9999-01-01,Senior Staff
285906,Arnould,Buescher,1998-03-26,9999-01-01,Engineer
286026,Utpal,Zaumen,1997-02-24,9999-01-01,Senior Staff
286029,Jaques,Nanard,1996-07-16,9999-01-01,Staff
286370,Toshimitsu,Seuren,2000-01-19,9999-01-01,Senior Staff
286452,Behnaam,Bierbaum,1999-01-31,9999-01-01,Engineer
286573,Nahum,Nishimukai,1997-02-01,9999-01-01,Senior Engineer
286779,Sigeru,Versino,1998-08-31,9999-01-01,Engineer
286986,Woody,Trelles,1996-05-23,9999-01-01,Senior Engineer
287323,Steve,Dengi,1999-09-15,9999-01-01,Staff
287327,Youjian,Felder,2000-07-15,9999-01-01,Senior Staff
287334,Elliott,Speer,1998-08-08,9999-01-01,Engineer
287436,Sasan,Deville,1994-10-11,2001-04-25,Technique Leader
287482,Shigeaki,Gihr,2002-03-18,9999-01-01,Senior Engineer
287583,Jovan,Hockney,1997-06-21,9999-01-01,Senior Engineer
287609,Sailaja,Negoita,2000-01-19,9999-01-01,Senior Engineer
287713,Aamod,Ranka,1992-12-07,9999-01-01,Senior Staff
287808,Vidar,Ozeki,1996-06-17,9999-01-01,Technique Leader
287822,Mooi,Perfilyeva,1998-05-11,2000-09-04,Engineer
287983,Randi,Munos,1990-09-07,9999-01-01,Senior Staff
287984,Troy,Kobuchi,1999-02-12,9999-01-01,Senior Engineer
288028,Kauko,Narwekar,1994-12-16,9999-01-01,Senior Engineer
288134,IEEE,VanScheik,1992-02-11,1993-11-20,Staff
288142,Shay,Heystek,1995-04-01,9999-01-01,Senior Staff
288166,Masoud,Asmuth,1994-09-05,9999-01-01,Staff
288560,Yifei,Birjandi,1999-02-07,9999-01-01,Senior Staff
288563,Cristinel,Gerlach,2001-01-08,9999-01-01,Senior Engineer
288606,Susumu,Swiss,1996-11-14,9999-01-01,Senior Staff
288665,Horward,Khasidashvili,1998-11-19,9999-01-01,Senior Engineer
288848,Vivian,Hennebert,1991-04-10,1994-06-11,Staff
288893,Bedrich,Rosenbaum,1998-01-27,9999-01-01,Senior Engineer
289122,Nikolaus,Akaboshi,1990-09-20,1995-07-04,Staff
289454,Bowen,Narwekar,1985-03-08,9999-01-01,Senior Engineer
289687,Fai,Maccarone,1993-10-30,9999-01-01,Senior Staff
